FONDO,DTO,CÓDIGO DANE,ENTIDAD TERRITORIAL,APROPIACIÓN VIGENTE,Periodo
FCR 10%,TOLIMA,73030, MUNICIPIO DE AMBALEMA (TOLIMA) ,899206579.0,2019-2020
FCR 10%,TOLIMA,73055, MUNICIPIO DE ARMERO (TOLIMA) ,1234568238.0,2019-2020
FCR 10%,TOLIMA,73124, MUNICIPIO DE CAJAMARCA (TOLIMA) ,1590635673.0,2019-2020
FCR 10%,TOLIMA,73148, MUNICIPIO DE CARMEN DE APICALÁ (TOLIMA) ,993439880.0,2019-2020
FCR 10%,TOLIMA,73152, MUNICIPIO DE CASABIANCA (TOLIMA) ,876732831.0,2019-2020
FCR 10%,TOLIMA,73268, MUNICIPIO DE ESPINAL (TOLIMA) ,3564161230.0,2019-2020
FCR 10%,TOLIMA,73275, MUNICIPIO DE FLANDES (TOLIMA) ,1808229658.0,2019-2020
FCR 10%,TOLIMA,73283, MUNICIPIO DE FRESNO (TOLIMA) ,2049002581.0,2019-2020
FCR 10%,TOLIMA,73319, MUNICIPIO DE GUAMO (TOLIMA) ,2285164477.0,2019-2020
FCR 10%,TOLIMA,73347, MUNICIPIO DE HERVEO (TOLIMA) ,852752460.0,2019-2020
FCR 10%,TOLIMA,73349, MUNICIPIO DE HONDA (TOLIMA) ,1534652100.0,2019-2020
FCR 10%,TOLIMA,73352, MUNICIPIO DE ICONONZO (TOLIMA) ,1205222650.0,2019-2020
FCR 10%,TOLIMA,73408, MUNICIPIO DE LÉRIDA (TOLIMA) ,1447571443.0,2019-2020
FCR 10%,TOLIMA,73411, MUNICIPIO DE LÍBANO (TOLIMA) ,2490587555.0,2019-2020
FCR 10%,TOLIMA,73443, MUNICIPIO DE MARIQUITA (TOLIMA) ,2067544433.0,2019-2020
FCR 10%,TOLIMA,73449, MUNICIPIO DE MELGAR (TOLIMA) ,1867822609.0,2019-2020
FCR 10%,TOLIMA,73547, MUNICIPIO DE PIEDRAS (TOLIMA) ,807023605.0,2019-2020
FCR 10%,TOLIMA,73585, MUNICIPIO DE PURIFICACIÓN (TOLIMA) ,2172834195.0,2019-2020
FCR 10%,TOLIMA,73671, MUNICIPIO DE SALDAÑA (TOLIMA) ,1375841837.0,2019-2020
FCR 10%,TOLIMA,73686, MUNICIPIO DE SANTA ISABEL (TOLIMA) ,815731469.0,2019-2020
FCR 10%,TOLIMA,73861, MUNICIPIO DE VENADILLO (TOLIMA) ,1733986543.0,2019-2020
FCR 10%,TOLIMA,73870, MUNICIPIO DE VILLAHERMOSA (TOLIMA) ,1098400278.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76020, MUNICIPIO DE ALCALÁ (VALLE DEL CAUCA) ,1648312884.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76036, MUNICIPIO DE ANDALUCÍA (VALLE DEL CAUCA) ,1261572462.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76041, MUNICIPIO DE ANSERMANUEVO (VALLE DEL CAUCA) ,1633881596.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76054, MUNICIPIO DE ARGELIA (VALLE DEL CAUCA) ,825428931.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76100, MUNICIPIO DE BOLÍVAR (VALLE DEL CAUCA) ,1283685188.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76113, MUNICIPIO DE BUGALAGRANDE (VALLE DEL CAUCA) ,1480818122.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76122, MUNICIPIO DE CAICEDONIA (VALLE DEL CAUCA) ,1617262031.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76126, MUNICIPIO DE CALIMA (VALLE DEL CAUCA) ,1217221146.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76147, MUNICIPIO DE CARTAGO (VALLE DEL CAUCA) ,3916930011.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76233, MUNICIPIO DE DAGUA (VALLE DEL CAUCA) ,2508344612.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76243, MUNICIPIO DE EL ÁGUILA (VALLE DEL CAUCA) ,1117000615.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76246, MUNICIPIO DE EL CAIRO (VALLE DEL CAUCA) ,1085711391.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76248, MUNICIPIO DE EL CERRITO (VALLE DEL CAUCA) ,2581346963.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76250, MUNICIPIO DE EL DOVIO (VALLE DEL CAUCA) ,887661809.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76275, MUNICIPIO DE FLORIDA (VALLE DEL CAUCA) ,2751608651.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76306, MUNICIPIO DE GINEBRA (VALLE DEL CAUCA) ,1402711452.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76318, MUNICIPIO DE GUACARÍ (VALLE DEL CAUCA) ,2016827953.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76364, MUNICIPIO DE JAMUNDÍ (VALLE DEL CAUCA) ,3760637658.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76377, MUNICIPIO DE LA CUMBRE (VALLE DEL CAUCA) ,1062790366.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76400, MUNICIPIO DE LA UNIÓN (VALLE DEL CAUCA) ,2024020303.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76403, MUNICIPIO DE LA VICTORIA (VALLE DEL CAUCA) ,1056128212.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76497, MUNICIPIO DE OBANDO (VALLE DEL CAUCA) ,1405961710.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76563, MUNICIPIO DE PRADERA (VALLE DEL CAUCA) ,2801786504.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76606, MUNICIPIO DE RESTREPO (VALLE DEL CAUCA) ,1259571535.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76616, MUNICIPIO DE RIOFRÍO (VALLE DEL CAUCA) ,1275032198.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76622, MUNICIPIO DE ROLDANILLO (VALLE DEL CAUCA) ,1808278220.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76670, MUNICIPIO DE SAN PEDRO (VALLE DEL CAUCA) ,1243968207.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76736, MUNICIPIO DE SEVILLA (VALLE DEL CAUCA) ,2180758462.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76823, MUNICIPIO DE TORO (VALLE DEL CAUCA) ,1466637370.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76828, MUNICIPIO DE TRUJILLO (VALLE DEL CAUCA) ,1382966578.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76845, MUNICIPIO DE ULLOA (VALLE DEL CAUCA) ,677430623.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76863, MUNICIPIO DE VERSALLES (VALLE DEL CAUCA) ,730043976.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76869, MUNICIPIO DE VIJES (VALLE DEL CAUCA) ,1015571460.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76890, MUNICIPIO DE YOTOCO (VALLE DEL CAUCA) ,1393558936.0,2019-2020
FCR 10%,VALLE DEL CAUCA,76895, MUNICIPIO DE ZARZAL (VALLE DEL CAUCA) ,2184321196.0,2019-2020
FCR 10%,ARAUCA,81001, MUNICIPIO DE ARAUCA (ARAUCA) ,4282864076.0,2019-2020
FCR 10%,ARAUCA,81736, MUNICIPIO DE SARAVENA (ARAUCA) ,2931096837.0,2019-2020
FCR 10%,CASANARE,85010, MUNICIPIO DE AGUAZUL (CASANARE) ,2415321955.0,2019-2020
FCR 10%,CASANARE,85162, MUNICIPIO DE MONTERREY (CASANARE) ,1344953689.0,2019-2020
FCR 10%,CASANARE,85300, MUNICIPIO DE SABANALARGA (CASANARE) ,491813444.0,2019-2020
FCR 10%,CASANARE,85410, MUNICIPIO DE TAURAMENA (CASANARE) ,1899072582.0,2019-2020
FCR 10%,CASANARE,85440, MUNICIPIO DE VILLANUEVA (CASANARE) ,1897696130.0,2019-2020
FCR 10%,PUTUMAYO,86001, MUNICIPIO DE MOCOA (PUTUMAYO) ,2561606878.0,2019-2020
FCR 10%,PUTUMAYO,86219, MUNICIPIO DE COLÓN (PUTUMAYO) ,648172193.0,2019-2020
FCR 10%,PUTUMAYO,86568, MUNICIPIO DE PUERTO ASÍS (PUTUMAYO) ,3262387543.0,2019-2020
FCR 10%,PUTUMAYO,86749, MUNICIPIO DE SIBUNDOY (PUTUMAYO) ,1160296550.0,2019-2020
FCR 10%,PUTUMAYO,86755, MUNICIPIO DE SAN FRANCISCO (PUTUMAYO) ,823610656.0,2019-2020
FCR 10%,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564, MUNICIPIO DE PROVIDENCIA (ARCHIPIÉLAGO DE SAN ANDRÉS) ,618175726.0,2019-2020
FCR 10%,GUAVIARE,95015, MUNICIPIO DE CALAMAR (GUAVIARE) ,974628187.0,2019-2020
FCR 30%,ANTIOQUIA,05031, MUNICIPIO DE AMALFI (ANTIOQUIA) ,2189629472.0,2019-2020
FCR 30%,ANTIOQUIA,05038, MUNICIPIO DE ANGOSTURA (ANTIOQUIA) ,1086405923.0,2019-2020
FCR 30%,ANTIOQUIA,05040, MUNICIPIO DE ANORÍ (ANTIOQUIA) ,1712934941.0,2019-2020
FCR 30%,ANTIOQUIA,05042, MUNICIPIO DE SANTAFÉ DE ANTIOQUIA (ANTIOQUIA) ,2540814092.0,2019-2020
FCR 30%,ANTIOQUIA,05044, MUNICIPIO DE ANZA (ANTIOQUIA) ,741119647.0,2019-2020
FCR 30%,ANTIOQUIA,05045, MUNICIPIO DE  APARTADÓ (ANTIOQUIA) ,,2019-2020
FCR 30%,ANTIOQUIA,05051, MUNICIPIO DE ARBOLETES (ANTIOQUIA) ,4143641835.0,2019-2020
FCR 30%,ANTIOQUIA,05055, MUNICIPIO DE ARGELIA (ANTIOQUIA) ,821783596.0,2019-2020
FCR 30%,ANTIOQUIA,05059, MUNICIPIO DE ARMENIA (ANTIOQUIA) ,392394858.0,2019-2020
FCR 30%,ANTIOQUIA,05093, MUNICIPIO DE BETULIA (ANTIOQUIA) ,1725119651.0,2019-2020
FCR 30%,ANTIOQUIA,05107, MUNICIPIO DE BRICEÑO (ANTIOQUIA) ,847464893.0,2019-2020
FCR 30%,ANTIOQUIA,05113, MUNICIPIO DE BURITICÁ (ANTIOQUIA) ,637130858.0,2019-2020
FCR 30%,ANTIOQUIA,05120, MUNICIPIO DE CÁCERES (ANTIOQUIA) ,3910816051.0,2019-2020
FCR 30%,ANTIOQUIA,05125, MUNICIPIO DE CAICEDO (ANTIOQUIA) ,814173635.0,2019-2020
FCR 30%,ANTIOQUIA,05134, MUNICIPIO DE CAMPAMENTO (ANTIOQUIA) ,875214346.0,2019-2020
FCR 30%,ANTIOQUIA,05138, MUNICIPIO DE CAÑASGORDAS (ANTIOQUIA) ,1634566871.0,2019-2020
FCR 30%,ANTIOQUIA,05147, MUNICIPIO DE CAREPA (ANTIOQUIA) ,5745556770.0,2019-2020
FCR 30%,ANTIOQUIA,05154, MUNICIPIO DE CAUCASIA (ANTIOQUIA) ,11521892641.0,2019-2020
FCR 30%,ANTIOQUIA,05172, MUNICIPIO DE CHIGORODÓ (ANTIOQUIA) ,7847891333.0,2019-2020
FCR 30%,ANTIOQUIA,05197, MUNICIPIO DE COCORNÁ (ANTIOQUIA) ,1458543083.0,2019-2020
FCR 30%,ANTIOQUIA,05209, MUNICIPIO DE CONCORDIA (ANTIOQUIA) ,1997188902.0,2019-2020
FCR 30%,ANTIOQUIA,05234, MUNICIPIO DE DABEIBA (ANTIOQUIA) ,2261003744.0,2019-2020
FCR 30%,ANTIOQUIA,05240, MUNICIPIO DE EBÉJICO (ANTIOQUIA) ,1220323263.0,2019-2020
FCR 30%,ANTIOQUIA,05250, MUNICIPIO DE EL BAGRE (ANTIOQUIA) ,4907970521.0,2019-2020
FCR 30%,ANTIOQUIA,05284, MUNICIPIO DE FRONTINO (ANTIOQUIA) ,1559104412.0,2019-2020
FCR 30%,ANTIOQUIA,05306, MUNICIPIO DE GIRALDO (ANTIOQUIA) ,389602569.0,2019-2020
FCR 30%,ANTIOQUIA,05310, MUNICIPIO DE GÓMEZ PLATA (ANTIOQUIA) ,1282062536.0,2019-2020
FCR 30%,ANTIOQUIA,05315, MUNICIPIO DE GUADALUPE (ANTIOQUIA) ,616291814.0,2019-2020
FCR 30%,ANTIOQUIA,05361, MUNICIPIO DE ITUANGO (ANTIOQUIA) ,1975059258.0,2019-2020
FCR 30%,ANTIOQUIA,05390, MUNICIPIO DE LA PINTADA (ANTIOQUIA) ,629367394.0,2019-2020
FCR 30%,ANTIOQUIA,05411, MUNICIPIO DE LIBORINA (ANTIOQUIA) ,933293650.0,2019-2020
FCR 30%,ANTIOQUIA,05425, MUNICIPIO DE MACEO (ANTIOQUIA) ,652508007.0,2019-2020
FCR 30%,ANTIOQUIA,05475, MUNICIPIO DE MURINDÓ (ANTIOQUIA) ,469066508.0,2019-2020
FCR 30%,ANTIOQUIA,05480, MUNICIPIO DE MUTATÁ (ANTIOQUIA) ,2109439386.0,2019-2020
FCR 30%,ANTIOQUIA,05490, MUNICIPIO DE NECOCLÍ (ANTIOQUIA) ,6431335714.0,2019-2020
FCR 30%,ANTIOQUIA,05495, MUNICIPIO DE NECHÍ (ANTIOQUIA) ,2733093633.0,2019-2020
FCR 30%,ANTIOQUIA,05501, MUNICIPIO DE OLAYA (ANTIOQUIA) ,323383792.0,2019-2020
FCR 30%,ANTIOQUIA,05543, MUNICIPIO DE PEQUE (ANTIOQUIA) ,1094309970.0,2019-2020
FCR 30%,ANTIOQUIA,05579, MUNICIPIO DE PUERTO BERRÍO (ANTIOQUIA) ,6171610731.0,2019-2020
FCR 30%,ANTIOQUIA,05604, MUNICIPIO DE REMEDIOS (ANTIOQUIA) ,2997300724.0,2019-2020
FCR 30%,ANTIOQUIA,05628, MUNICIPIO DE SABANALARGA (ANTIOQUIA) ,799612758.0,2019-2020
FCR 30%,ANTIOQUIA,05642, MUNICIPIO DE SALGAR (ANTIOQUIA) ,1704417466.0,2019-2020
FCR 30%,ANTIOQUIA,05647, MUNICIPIO DE SAN ANDRÉS DE CUERQUÍA (ANTIOQUIA) ,671534888.0,2019-2020
FCR 30%,ANTIOQUIA,05652, MUNICIPIO DE SAN FRANCISCO (ANTIOQUIA) ,498650778.0,2019-2020
FCR 30%,ANTIOQUIA,05659, MUNICIPIO DE SAN JUAN DE URABÁ (ANTIOQUIA) ,2558612322.0,2019-2020
FCR 30%,ANTIOQUIA,05665, MUNICIPIO DE SAN PEDRO DE URABA (ANTIOQUIA) ,3107629387.0,2019-2020
FCR 30%,ANTIOQUIA,05667, MUNICIPIO DE SAN RAFAEL (ANTIOQUIA) ,1489224114.0,2019-2020
FCR 30%,ANTIOQUIA,05670, MUNICIPIO DE SAN ROQUE (ANTIOQUIA) ,1610438415.0,2019-2020
FCR 30%,ANTIOQUIA,05736, MUNICIPIO DE SEGOVIA (ANTIOQUIA) ,4128001676.0,2019-2020
FCR 30%,ANTIOQUIA,05790, MUNICIPIO DE TARAZÁ (ANTIOQUIA) ,4417109418.0,2019-2020
FCR 30%,ANTIOQUIA,05792, MUNICIPIO DE TARSO (ANTIOQUIA) ,777881834.0,2019-2020
FCR 30%,ANTIOQUIA,05819, MUNICIPIO DE TOLEDO (ANTIOQUIA) ,641123552.0,2019-2020
FCR 30%,ANTIOQUIA,05837, MUNICIPIO DE TURBO (ANTIOQUIA) ,16444744731.0,2019-2020
FCR 30%,ANTIOQUIA,05842, MUNICIPIO DE URAMITA (ANTIOQUIA) ,802425158.0,2019-2020
FCR 30%,ANTIOQUIA,05847, MUNICIPIO DE URRAO (ANTIOQUIA) ,4487266367.0,2019-2020
FCR 30%,ANTIOQUIA,05854, MUNICIPIO DE VALDIVIA (ANTIOQUIA) ,2328732304.0,2019-2020
FCR 30%,ANTIOQUIA,05858, MUNICIPIO DE VEGACHÍ (ANTIOQUIA) ,887507752.0,2019-2020
FCR 30%,ANTIOQUIA,05873, MUNICIPIO DE VIGÍA DEL FUERTE (ANTIOQUIA) ,547024527.0,2019-2020
FCR 30%,ANTIOQUIA,05885, MUNICIPIO DE YALÍ (ANTIOQUIA) ,829677133.0,2019-2020
FCR 30%,ANTIOQUIA,05890, MUNICIPIO DE YOLOMBÓ (ANTIOQUIA) ,2426804327.0,2019-2020
FCR 30%,ANTIOQUIA,05893, MUNICIPIO DE YONDÓ (ANTIOQUIA) ,1895555730.0,2019-2020
FCR 30%,ANTIOQUIA,05895, MUNICIPIO DE ZARAGOZA (ANTIOQUIA) ,3079922516.0,2019-2020
FCR 30%,ATLÁNTICO,08137, MUNICIPIO DE CAMPO DE LA CRUZ (ATLÁNTICO) ,1508139138.0,2019-2020
FCR 30%,ATLÁNTICO,08141, MUNICIPIO DE CANDELARIA (ATLÁNTICO) ,1223323789.0,2019-2020
FCR 30%,ATLÁNTICO,08296, MUNICIPIO DE GALAPA (ATLÁNTICO) ,4417364691.0,2019-2020
FCR 30%,ATLÁNTICO,08421, MUNICIPIO DE LURUACO (ATLÁNTICO) ,2695600974.0,2019-2020
FCR 30%,ATLÁNTICO,08436, MUNICIPIO DE MANATÍ (ATLÁNTICO) ,1574386008.0,2019-2020
FCR 30%,ATLÁNTICO,08520, MUNICIPIO DE PALMAR DE VARELA (ATLÁNTICO) ,2503177418.0,2019-2020
FCR 30%,ATLÁNTICO,08549, MUNICIPIO DE PIOJÓ (ATLÁNTICO) ,503757914.0,2019-2020
FCR 30%,ATLÁNTICO,08558, MUNICIPIO DE POLONUEVO (ATLÁNTICO) ,1517789586.0,2019-2020
FCR 30%,ATLÁNTICO,08560, MUNICIPIO DE PONEDERA (ATLÁNTICO) ,2240534364.0,2019-2020
FCR 30%,ATLÁNTICO,08606, MUNICIPIO DE REPELÓN (ATLÁNTICO) ,2617765028.0,2019-2020
FCR 30%,ATLÁNTICO,08634, MUNICIPIO DE SABANAGRANDE (ATLÁNTICO) ,3230813144.0,2019-2020
FCR 30%,ATLÁNTICO,08638, MUNICIPIO DE SABANALARGA (ATLÁNTICO) ,9803114100.0,2019-2020
FCR 30%,ATLÁNTICO,08675, MUNICIPIO DE SANTA LUCÍA (ATLÁNTICO) ,1132977467.0,2019-2020
FCR 30%,ATLÁNTICO,08770, MUNICIPIO DE SUAN (ATLÁNTICO) ,835039398.0,2019-2020
FCR 30%,ATLÁNTICO,08832, MUNICIPIO DE TUBARÁ (ATLÁNTICO) ,1075780446.0,2019-2020
FCR 30%,ATLÁNTICO,08849, MUNICIPIO DE USIACURÍ (ATLÁNTICO) ,926340655.0,2019-2020
FCR 30%,BOLÍVAR,13006, MUNICIPIO DE ACHÍ (BOLÍVAR) ,2333433182.0,2019-2020
FCR 30%,BOLÍVAR,13030, MUNICIPIO DE ALTOS DEL ROSARIO (BOLÍVAR) ,1417373445.0,2019-2020
FCR 30%,BOLÍVAR,13042, MUNICIPIO DE ARENAL (BOLÍVAR) ,1932456993.0,2019-2020
FCR 30%,BOLÍVAR,13052, MUNICIPIO DE ARJONA (BOLÍVAR) ,7365455619.0,2019-2020
FCR 30%,BOLÍVAR,13062, MUNICIPIO DE ARROYOHONDO (BOLÍVAR) ,994658403.0,2019-2020
FCR 30%,BOLÍVAR,13074, MUNICIPIO DE BARRANCO DE LOBA (BOLÍVAR) ,1837151953.0,2019-2020
FCR 30%,BOLÍVAR,13140, MUNICIPIO DE CALAMAR (BOLÍVAR) ,2339780464.0,2019-2020
FCR 30%,BOLÍVAR,13160, MUNICIPIO DE CANTAGALLO (BOLÍVAR) ,934818846.0,2019-2020
FCR 30%,BOLÍVAR,13188, MUNICIPIO DE CICUCO (BOLÍVAR) ,1086935845.0,2019-2020
FCR 30%,BOLÍVAR,13212, MUNICIPIO DE CÓRDOBA (BOLÍVAR) ,1205154647.0,2019-2020
FCR 30%,BOLÍVAR,13222, MUNICIPIO DE CLEMENCIA (BOLÍVAR) ,1246091610.0,2019-2020
FCR 30%,BOLÍVAR,13244, MUNICIPIO DE EL CARMEN DE BOLÍVAR (BOLÍVAR) ,7522232365.0,2019-2020
FCR 30%,BOLÍVAR,13248, MUNICIPIO DE EL GUAMO (BOLÍVAR) ,758420569.0,2019-2020
FCR 30%,BOLÍVAR,13268, MUNICIPIO DE EL PEÑÓN (BOLÍVAR) ,969117177.0,2019-2020
FCR 30%,BOLÍVAR,13300, MUNICIPIO DE HATILLO DE LOBA (BOLÍVAR) ,1351094228.0,2019-2020
FCR 30%,BOLÍVAR,13430, MUNICIPIO DE MAGANGUÉ (BOLÍVAR) ,12945638624.0,2019-2020
FCR 30%,BOLÍVAR,13433, MUNICIPIO DE MAHATES (BOLÍVAR) ,2637001186.0,2019-2020
FCR 30%,BOLÍVAR,13440, MUNICIPIO DE MARGARITA (BOLÍVAR) ,983072836.0,2019-2020
FCR 30%,BOLÍVAR,13442, MUNICIPIO DE MARÍA LA BAJA (BOLÍVAR) ,4858889124.0,2019-2020
FCR 30%,BOLÍVAR,13458, MUNICIPIO DE MONTECRISTO (BOLÍVAR) ,2825314578.0,2019-2020
FCR 30%,BOLÍVAR,13468, MUNICIPIO DE MOMPÓS (BOLÍVAR) ,4375441295.0,2019-2020
FCR 30%,BOLÍVAR,13473, MUNICIPIO DE MORALES (BOLÍVAR) ,2135036309.0,2019-2020
FCR 30%,BOLÍVAR,13490, MUNICIPIO DE NOROSÍ (BOLÍVAR) ,502199371.0,2019-2020
FCR 30%,BOLÍVAR,13549, MUNICIPIO DE PINILLOS (BOLÍVAR) ,2487159368.0,2019-2020
FCR 30%,BOLÍVAR,13580, MUNICIPIO DE REGIDOR (BOLÍVAR) ,1213185913.0,2019-2020
FCR 30%,BOLÍVAR,13600, MUNICIPIO DE RÍO VIEJO (BOLÍVAR) ,1826457342.0,2019-2020
FCR 30%,BOLÍVAR,13620, MUNICIPIO DE SAN CRISTÓBAL (BOLÍVAR) ,655034713.0,2019-2020
FCR 30%,BOLÍVAR,13647, MUNICIPIO DE SAN ESTANISLAO (BOLÍVAR) ,1609109162.0,2019-2020
FCR 30%,BOLÍVAR,13650, MUNICIPIO DE SAN FERNANDO (BOLÍVAR) ,1362222412.0,2019-2020
FCR 30%,BOLÍVAR,13654, MUNICIPIO DE SAN JACINTO (BOLÍVAR) ,2407998335.0,2019-2020
FCR 30%,BOLÍVAR,13655, MUNICIPIO DE SAN JACINTO DEL CAUCA (BOLÍVAR) ,1400164601.0,2019-2020
FCR 30%,BOLÍVAR,13657, MUNICIPIO DE SAN JUAN NEPOMUCENO (BOLÍVAR) ,3296428922.0,2019-2020
FCR 30%,BOLÍVAR,13667, MUNICIPIO DE SAN MARTÍN DE LOBA (BOLÍVAR) ,1803688430.0,2019-2020
FCR 30%,BOLÍVAR,13670, MUNICIPIO DE SAN PABLO (BOLÍVAR) ,3406044684.0,2019-2020
FCR 30%,BOLÍVAR,13673, MUNICIPIO DE SANTA CATALINA (BOLÍVAR) ,1709867228.0,2019-2020
FCR 30%,BOLÍVAR,13683, MUNICIPIO DE SANTA ROSA (BOLÍVAR) ,2313029207.0,2019-2020
FCR 30%,BOLÍVAR,13688, MUNICIPIO DE SANTA ROSA DEL SUR (BOLÍVAR) ,4304350402.0,2019-2020
FCR 30%,BOLÍVAR,13744, MUNICIPIO DE SIMITÍ (BOLÍVAR) ,2045465011.0,2019-2020
FCR 30%,BOLÍVAR,13760, MUNICIPIO DE SOPLAVIENTO (BOLÍVAR) ,844167706.0,2019-2020
FCR 30%,BOLÍVAR,13780, MUNICIPIO DE TALAIGUA NUEVO (BOLÍVAR) ,1114636673.0,2019-2020
FCR 30%,BOLÍVAR,13810, MUNICIPIO DE TIQUISIO (BOLÍVAR) ,2243994754.0,2019-2020
FCR 30%,BOLÍVAR,13836, MUNICIPIO DE TURBACO (BOLÍVAR) ,7394594735.0,2019-2020
FCR 30%,BOLÍVAR,13838, MUNICIPIO DE TURBANÁ (BOLÍVAR) ,1485115244.0,2019-2020
FCR 30%,BOLÍVAR,13873, MUNICIPIO DE VILLANUEVA (BOLÍVAR) ,1970419810.0,2019-2020
FCR 30%,BOLÍVAR,13894, MUNICIPIO DE ZAMBRANO (BOLÍVAR) ,1149568679.0,2019-2020
FCR 30%,BOYACÁ,15022, MUNICIPIO DE ALMEIDA (BOYACÁ) ,160502661.0,2019-2020
FCR 30%,BOYACÁ,15047, MUNICIPIO DE AQUITANIA (BOYACÁ) ,1449145580.0,2019-2020
FCR 30%,BOYACÁ,15090, MUNICIPIO DE BERBEO (BOYACÁ) ,189058049.0,2019-2020
FCR 30%,BOYACÁ,15092, MUNICIPIO DE BETÉITIVA (BOYACÁ) ,192617468.0,2019-2020
FCR 30%,BOYACÁ,15097, MUNICIPIO DE BOAVITA (BOYACÁ) ,658288170.0,2019-2020
FCR 30%,BOYACÁ,15104, MUNICIPIO DE BOYACÁ (BOYACÁ) ,424275735.0,2019-2020
FCR 30%,BOYACÁ,15106, MUNICIPIO DE BRICEÑO (BOYACÁ) ,248704730.0,2019-2020
FCR 30%,BOYACÁ,15109, MUNICIPIO DE BUENAVISTA (BOYACÁ) ,562523252.0,2019-2020
FCR 30%,BOYACÁ,15114, MUNICIPIO DE BUSBANZÁ (BOYACÁ) ,119561163.0,2019-2020
FCR 30%,BOYACÁ,15131, MUNICIPIO DE CALDAS (BOYACÁ) ,346255504.0,2019-2020
FCR 30%,BOYACÁ,15135, MUNICIPIO DE CAMPOHERMOSO (BOYACÁ) ,369603755.0,2019-2020
FCR 30%,BOYACÁ,15172, MUNICIPIO DE CHINAVITA (BOYACÁ) ,338199166.0,2019-2020
FCR 30%,BOYACÁ,15180, MUNICIPIO DE CHISCAS (BOYACÁ) ,398741868.0,2019-2020
FCR 30%,BOYACÁ,15183, MUNICIPIO DE CHITA (BOYACÁ) ,905699450.0,2019-2020
FCR 30%,BOYACÁ,15185, MUNICIPIO DE CHITARAQUE (BOYACÁ) ,535561325.0,2019-2020
FCR 30%,BOYACÁ,15187, MUNICIPIO DE CHIVATÁ (BOYACÁ) ,631372639.0,2019-2020
FCR 30%,BOYACÁ,15204, MUNICIPIO DE CÓMBITA (BOYACÁ) ,1465388659.0,2019-2020
FCR 30%,BOYACÁ,15212, MUNICIPIO DE COPER (BOYACÁ) ,347324568.0,2019-2020
FCR 30%,BOYACÁ,15218, MUNICIPIO DE COVARACHÍA (BOYACÁ) ,271036427.0,2019-2020
FCR 30%,BOYACÁ,15223, MUNICIPIO DE CUBARÁ (BOYACÁ) ,657491219.0,2019-2020
FCR 30%,BOYACÁ,15224, MUNICIPIO DE CUCAITA (BOYACÁ) ,457763199.0,2019-2020
FCR 30%,BOYACÁ,15226, MUNICIPIO DE CUÍTIVA (BOYACÁ) ,183045733.0,2019-2020
FCR 30%,BOYACÁ,15232, MUNICIPIO DE CHÍQUIZA (BOYACÁ) ,523547707.0,2019-2020
FCR 30%,BOYACÁ,15244, MUNICIPIO DE EL COCUY (BOYACÁ) ,503181083.0,2019-2020
FCR 30%,BOYACÁ,15248, MUNICIPIO DE EL ESPINO (BOYACÁ) ,411385566.0,2019-2020
FCR 30%,BOYACÁ,15276, MUNICIPIO DE FLORESTA (BOYACÁ) ,431940222.0,2019-2020
FCR 30%,BOYACÁ,15293, MUNICIPIO DE GACHANTIVÁ (BOYACÁ) ,250577009.0,2019-2020
FCR 30%,BOYACÁ,15296, MUNICIPIO DE GAMEZA (BOYACÁ) ,457766797.0,2019-2020
FCR 30%,BOYACÁ,15317, MUNICIPIO DE GUACAMAYAS (BOYACÁ) ,157232271.0,2019-2020
